compra,dataAssinatura,dataFimVigencia,dataInicioVigencia,dataPublicacaoDOU,fornecedor,fundamentoLegal,id,modalidadeCompra,numero,numeroProcesso,objeto,situacaoContrato,unidadeGestora,unidadeGestoraCompras,valorFinalCompra,valorInicialCompra
"{'numero': '000082017', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação dos serviços móvel pessoal (SMP) de voz e dados, na modalidade pós-pago (com fornecimento de aparelhos celulares Smartphones em regime da comodato), de serviço telefônico móvel de longa distância nacional para as chamadas originadas do SMP, de acesso à internet móvel banda larga 4G com volume de tráfego mínimo de 5GB e sem autenticação de provedor desse serviço para smartphones e de acesso à internet, visando atendimento a SR-V e executivas vinculadas', 'numeroProcesso': '35667000167201697', 'contatoResponsavel': 'ANDRE PAULO FELIX FIDELIS'}",2017-11-16,2021-11-16,2017-11-16,2017-12-11,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}","Fundamento Legal: LEI COMPLENTAR 123/06, LEI 8666/93, 10520/02, DECRETOS 78",671908682,Pregão - Registro de Preço,000242017,Sem informação,"Objeto: SERVIÇO MÓVEL PESSOAL (SMP) DE VOZ E DADOS, NA MODALIDADE PÓS-PAGO DE SERVIÇO TELEFÔNICO MÓVEL DE LONGA DISTÂNCIA NACIONAL PARA AS CHAMADAS ORIGINADAS DO SMP, DE ACESSO À INTERNETMÓVEL BANDA LARGA 4G COM VOLUME DE TRÁFEGO MÍNIDE 5GB E SEM AUTENTICAÇÃO DE PROVEDOR DESSE SERVIÇO PARA SMARTPHONES E DE ACESSO À INTERNET MÓVEL BANDA LARGA 4G COM VOLUME DE TRÁFEGO MÍNIMODE 10GB E SEM AUTENTICAÇÃO DE PROVEDOR.",Não se aplica,"{'codigo': '510678', 'nome': 'SUPERINTENDENCIA REGIONAL NORTE/CENTRO-OESTE', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '29979036000140', 'sigla': 'INSS', 'nome': 'Instituto Nacional do Seguro Social'}, 'orgaoMaximo': {'codigo': '33000', 'sigla': 'MPS', 'nome': 'Ministério da Previdência Social'}}","{'codigo': '510678', 'nome': 'SUPERINTENDÊNCIA REGIONAL NORTE/CENTRO-OESTE', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '', 'sigla': '', 'nome': 'INSTITUTO NACIONAL DO SEGURO SOCIAL'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",604017.12,40584.08
"{'numero': '000082017', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação dos serviços móvel pessoal (SMP) de voz e dados, na modalidade pós-pago (com fornecimento de aparelhos celulares Smartphones em regime da comodato), de serviço telefônico móvel de longa distância nacional para as chamadas originadas do SMP, de acesso à internet móvel banda larga 4G com volume de tráfego mínimo de 5GB e sem autenticação de provedor desse serviço para smartphones e de acesso à internet, visando atendimento a SR-V e executivas vinculadas', 'numeroProcesso': '35667000167201697', 'contatoResponsavel': 'ANDRE PAULO FELIX FIDELIS'}",2017-11-17,2019-11-17,2017-11-17,2018-02-22,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",Fundamento Legal: LEI Nº 8.666/93 E LEI Nº 10.520/02.,671908746,Pregão - Registro de Preço,000302017,Sem informação,"Objeto: SERVIÇO MÓVEL PESSOAL (SMP) DE VOZ E DADOS, NA MODALIDADE PÓS-PAGO COM FORNECIMENTO DE APARELHOS CELULARES SMARTPHONES EM REGIME DE COMODATO.",Não se aplica,"{'codigo': '510421', 'nome': 'GERENCIA EXECUTIVA ANAPOLIS', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '29979036000140', 'sigla': 'INSS', 'nome': 'Instituto Nacional do Seguro Social'}, 'orgaoMaximo': {'codigo': '33000', 'sigla': 'MPS', 'nome': 'Ministério da Previdência Social'}}","{'codigo': '510421', 'nome': 'GERÊNCIA EXECUTIVA ANÁPOLIS/GO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '', 'sigla': '', 'nome': 'INSTITUTO NACIONAL DO SEGURO SOCIAL'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",38387.04,38387.12
"{'numero': '000082017', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação dos serviços móvel pessoal (SMP) de voz e dados, na modalidade pós-pago (com fornecimento de aparelhos celulares Smartphones em regime da comodato), de serviço telefônico móvel de longa distância nacional para as chamadas originadas do SMP, de acesso à internet móvel banda larga 4G com volume de tráfego mínimo de 5GB e sem autenticação de provedor desse serviço para smartphones e de acesso à internet, visando atendimento a SR-V e executivas vinculadas', 'numeroProcesso': '35667000167201697', 'contatoResponsavel': 'ANDRE PAULO FELIX FIDELIS'}",2017-11-28,2018-12-10,2017-12-10,2018-01-12,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",Fundamento Legal: LEI 10.520,671910858,Pregão - Registro de Preço,000232017,Sem informação,"Objeto: PRESTAÇÃO DE SERVIÇOS MOVEL PESSOAL  DEVOZ E DADOS POS PAGO EM REGIME COMODATO,SERVIÇOMOVEL LONGA DISTANCIA NACIONAL,INTERNET MOVELBANDA LARGA.",Não se aplica,"{'codigo': '510005', 'nome': 'GERENCIA EXECUTIVA DISTRITO FEDERAL', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '29979036000140', 'sigla': 'INSS', 'nome': 'Instituto Nacional do Seguro Social'}, 'orgaoMaximo': {'codigo': '33000', 'sigla': 'MPS', 'nome': 'Ministério da Previdência Social'}}","{'codigo': '510005', 'nome': 'GERÊNCIA EXECUTIVA DISTRITO FEDERAL/BSB', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '', 'sigla': '', 'nome': 'INSTITUTO NACIONAL DO SEGURO SOCIAL'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",34197.68,34197.68
"{'numero': '000082017', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação dos serviços móvel pessoal (SMP) de voz e dados, na modalidade pós-pago (com fornecimento de aparelhos celulares Smartphones em regime da comodato), de serviço telefônico móvel de longa distância nacional para as chamadas originadas do SMP, de acesso à internet móvel banda larga 4G com volume de tráfego mínimo de 5GB e sem autenticação de provedor desse serviço para smartphones e de acesso à internet, visando atendimento a SR-V e executivas vinculadas', 'numeroProcesso': '35667000167201697', 'contatoResponsavel': 'ANDRE PAULO FELIX FIDELIS'}",2017-11-16,2018-12-11,2017-12-11,2018-03-29,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}","Fundamento Legal: LEI N 10.520/02, DECRETO Nº 5.450/05 E, SUBSIDIARIAMENTE,",671910922,Pregão - Registro de Preço,000322017,Sem informação,Objeto: CONTRATAÇÃO DE SERVIÇOS DE TELEFONIA MÓVEL PARA A GERÊNCIA EXECUTIVA DO INSS EM CUIABÁ-MT,Não se aplica,"{'codigo': '511080', 'nome': 'GERENCIA EXECUTIVA CUIABA', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '29979036000140', 'sigla': 'INSS', 'nome': 'Instituto Nacional do Seguro Social'}, 'orgaoMaximo': {'codigo': '33000', 'sigla': 'MPS', 'nome': 'Ministério da Previdência Social'}}","{'codigo': '511080', 'nome': 'GERÊNCIA EXECUTIVA CUIABÁ/MT', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '', 'sigla': '', 'nome': 'INSTITUTO NACIONAL DO SEGURO SOCIAL'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",45271.3,45271.3
"{'numero': '000082017', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação dos serviços móvel pessoal (SMP) de voz e dados, na modalidade pós-pago (com fornecimento de aparelhos celulares Smartphones em regime da comodato), de serviço telefônico móvel de longa distância nacional para as chamadas originadas do SMP, de acesso à internet móvel banda larga 4G com volume de tráfego mínimo de 5GB e sem autenticação de provedor desse serviço para smartphones e de acesso à internet, visando atendimento a SR-V e executivas vinculadas', 'numeroProcesso': '35667000167201697', 'contatoResponsavel': 'ANDRE PAULO FELIX FIDELIS'}",2017-12-11,2019-11-20,2017-12-11,2018-03-22,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}","Fundamento Legal: LEI Nº 8.666/92, LEI COMPLEMENTAR 123/06, LEI Nº 10.520/0",671911050,Pregão - Registro de Preço,000632017,Sem informação,Objeto: PRESTAÇÃO DE SERVIÇOS DE TELEFONIA MÓVEL,Não se aplica,"{'codigo': '510280', 'nome': 'GERENCIA EXECUTIVA CAMPO GRANDE', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '29979036000140', 'sigla': 'INSS', 'nome': 'Instituto Nacional do Seguro Social'}, 'orgaoMaximo': {'codigo': '33000', 'sigla': 'MPS', 'nome': 'Ministério da Previdência Social'}}","{'codigo': '510280', 'nome': 'GERÊNCIA EXECUTIVA CAMPO GRANDE/MS', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '', 'sigla': '', 'nome': 'INSTITUTO NACIONAL DO SEGURO SOCIAL'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",35189.0,16787.12
"{'numero': '000082017', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação dos serviços móvel pessoal (SMP) de voz e dados, na modalidade pós-pago (com fornecimento de aparelhos celulares Smartphones em regime da comodato), de serviço telefônico móvel de longa distância nacional para as chamadas originadas do SMP, de acesso à internet móvel banda larga 4G com volume de tráfego mínimo de 5GB e sem autenticação de provedor desse serviço para smartphones e de acesso à internet, visando atendimento a SR-V e executivas vinculadas', 'numeroProcesso': '35667000167201697', 'contatoResponsavel': 'ANDRE PAULO FELIX FIDELIS'}",2017-12-11,2019-12-11,2017-12-11,2018-03-07,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}","Fundamento Legal: LEI Nº 10.520/2002, DECRETOS NºS 5.450/2005, 7.892/2013 E",671911114,Pregão - Registro de Preço,000472017,Sem informação,"Objeto: EXECUÇÃO, PELA CONTRATADA, SERVIÇO MÓVEL PESSOAL (SMP) DE VOZ E DADOS, NA MODALIDADE PÓS-PAGO (COM FORNECIMENTO DE APARELHOS CELULARES SMARTPHONES EM REGIME DA COMODATO), DE SERVIÇO TELEFÔNICO MÓVEL DE LONGA DISTÂNCIA NACIONALPARA AS CHAMADAS ORIGINADAS DOS SMP, DE ACESSOÀ INTERNET MÓVEL BANDA LARGA 4G, 5GB PARA SMARTPHONES E DE ACESSO À INTERNET MÓVEL BANDA LARGA 4G, 10GB (COM FORNECIMENTO DE MINI-MODENS EM REGIME DE COMODATO), PARA ATENDER ÀS NECESSIDADES DAS GERÊNCIAS EXECUTIVAS MANAUS E TEFÉ/AM.",Não se aplica,"{'codigo': '510580', 'nome': 'GERENCIA EXECUTIVA MANAUS', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '29979036000140', 'sigla': 'INSS', 'nome': 'Instituto Nacional do Seguro Social'}, 'orgaoMaximo': {'codigo': '33000', 'sigla': 'MPS', 'nome': 'Ministério da Previdência Social'}}","{'codigo': '510580', 'nome': 'GERÊNCIA EXECUTIVA MANAUS/AM', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '', 'sigla': '', 'nome': 'INSTITUTO NACIONAL DO SEGURO SOCIAL'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",57768.2,57769.1
"{'numero': '000082017', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação dos serviços móvel pessoal (SMP) de voz e dados, na modalidade pós-pago (com fornecimento de aparelhos celulares Smartphones em regime da comodato), de serviço telefônico móvel de longa distância nacional para as chamadas originadas do SMP, de acesso à internet móvel banda larga 4G com volume de tráfego mínimo de 5GB e sem autenticação de provedor desse serviço para smartphones e de acesso à internet, visando atendimento a SR-V e executivas vinculadas', 'numeroProcesso': '35667000167201697', 'contatoResponsavel': 'ANDRE PAULO FELIX FIDELIS'}",2017-11-16,2019-12-12,2017-12-11,2018-03-02,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",Fundamento Legal: LEI 10520/2002; LEI 8.666/93 E DECRETO 5.450/2005.,671911178,Pregão - Registro de Preço,000282017,Sem informação,"Objeto: SERVIÇO MÓVEL PESSOAL DE VOZ E DADOS COM FORNECIMENTO DE APARELHOS SMARTPHONES COM SERVIÇO E INTERNET DE 4G E 5 GB E A INTERNET MÓVEL BANDA LARGA 4G E 10 GB, EM REGIME DE COMODATO.",Não se aplica,"{'codigo': '510120', 'nome': 'GERENCIA EXECUTIVA BELEM', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '29979036000140', 'sigla': 'INSS', 'nome': 'Instituto Nacional do Seguro Social'}, 'orgaoMaximo': {'codigo': '33000', 'sigla': 'MPS', 'nome': 'Ministério da Previdência Social'}}","{'codigo': '510120', 'nome': 'GERÊNCIA EXECUTIVA BELÉM/PA', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '', 'sigla': '', 'nome': 'INSTITUTO NACIONAL DO SEGURO SOCIAL'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",106640.4,106640.4
"{'numero': '000082017', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação dos serviços móvel pessoal (SMP) de voz e dados, na modalidade pós-pago (com fornecimento de aparelhos celulares Smartphones em regime da comodato), de serviço telefônico móvel de longa distância nacional para as chamadas originadas do SMP, de acesso à internet móvel banda larga 4G com volume de tráfego mínimo de 5GB e sem autenticação de provedor desse serviço para smartphones e de acesso à internet, visando atendimento a SR-V e executivas vinculadas', 'numeroProcesso': '35667000167201697', 'contatoResponsavel': 'ANDRE PAULO FELIX FIDELIS'}",2017-12-16,2019-12-16,2017-12-16,2017-12-22,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}","Fundamento Legal: LEIS: 123/06, 8.666/93, (SUBSIDIARIAMENTE), 10520/02, 9.4",671911626,Pregão - Registro de Preço,000322017,Sem informação,"Objeto: PRESTAÇÃO DE SERVIÇO DE TELEFONIA MÓVEL(SMP), COM A FINALIDADE DE ATENDER A GEX/INSS/PALMAS/TO.",Não se aplica,"{'codigo': '510630', 'nome': 'GERENCIA EXECUTIVA PALMAS', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '29979036000140', 'sigla': 'INSS', 'nome': 'Instituto Nacional do Seguro Social'}, 'orgaoMaximo': {'codigo': '33000', 'sigla': 'MPS', 'nome': 'Ministério da Previdência Social'}}","{'codigo': '510630', 'nome': 'GERÊNCIA EXECUTIVA PALMAS/TO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '', 'sigla': '', 'nome': 'INSTITUTO NACIONAL DO SEGURO SOCIAL'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",570257.58,604018.44
"{'numero': '000082017', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação dos serviços móvel pessoal (SMP) de voz e dados, na modalidade pós-pago (com fornecimento de aparelhos celulares Smartphones em regime da comodato), de serviço telefônico móvel de longa distância nacional para as chamadas originadas do SMP, de acesso à internet móvel banda larga 4G com volume de tráfego mínimo de 5GB e sem autenticação de provedor desse serviço para smartphones e de acesso à internet, visando atendimento a SR-V e executivas vinculadas', 'numeroProcesso': '35667000167201697', 'contatoResponsavel': 'ANDRE PAULO FELIX FIDELIS'}",2017-12-29,2018-12-29,2017-12-29,2018-03-08,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",Fundamento Legal: Decreto 7.892 de 23/01/2013  Art 15 da Lei 8.666/93.,671914058,Pregão - Registro de Preço,242017,Sem informação,"Objeto: Tem por objeto a execução, pela contra tada, de serviço móvel pessoal de voz e dados, na modalidade pós pago, com fornecimento de aparelhos celulares smartphones em regime de como dato.",Publicado,"{'codigo': '510599', 'nome': 'GERENCIA EXECUTIVA BOA VISTA', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '29979036000140', 'sigla': 'INSS', 'nome': 'Instituto Nacional do Seguro Social'}, 'orgaoMaximo': {'codigo': '33000', 'sigla': 'MPS', 'nome': 'Ministério da Previdência Social'}}","{'codigo': '510599', 'nome': 'GERÊNCIA EXECUTIVA BOA VISTA/RR', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '', 'sigla': '', 'nome': 'INSTITUTO NACIONAL DO SEGURO SOCIAL'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",48872.32,8287.24
"{'numero': '000082017', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação dos serviços móvel pessoal (SMP) de voz e dados, na modalidade pós-pago (com fornecimento de aparelhos celulares Smartphones em regime da comodato), de serviço telefônico móvel de longa distância nacional para as chamadas originadas do SMP, de acesso à internet móvel banda larga 4G com volume de tráfego mínimo de 5GB e sem autenticação de provedor desse serviço para smartphones e de acesso à internet, visando atendimento a SR-V e executivas vinculadas', 'numeroProcesso': '35667000167201697', 'contatoResponsavel': 'ANDRE PAULO FELIX FIDELIS'}",2017-12-29,2020-12-29,2017-12-29,2018-03-08,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",Fundamento Legal: DECRETO 7.892 DE 23/01/2013  ART 15 DA LEI 8.666/93.,671914250,Pregão - Registro de Preço,000242017,Sem informação,"Objeto: TEM POR OBJETO A EXECUÇÃO, PELA CONTRATADA, DE SERVIÇO MÓVEL PESSOAL DE VOZ E DADOS,NA MODALIDADE PÓS PAGO, COM FORNECIMENTO DE APARELHOS CELULARES SMARTPHONES EM REGIME DE COMODATO.",Não se aplica,"{'codigo': '510678', 'nome': 'SUPERINTENDENCIA REGIONAL NORTE/CENTRO-OESTE', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '29979036000140', 'sigla': 'INSS', 'nome': 'Instituto Nacional do Seguro Social'}, 'orgaoMaximo': {'codigo': '33000', 'sigla': 'MPS', 'nome': 'Ministério da Previdência Social'}}","{'codigo': '510678', 'nome': 'SUPERINTENDÊNCIA REGIONAL NORTE/CENTRO-OESTE', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '37202', 'cnpj': '', 'sigla': '', 'nome': 'INSTITUTO NACIONAL DO SEGURO SOCIAL'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",40584.08,8287.24
"{'numero': '000062018', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação de serviços de empresa especializada para prestação de serviços de Telefonia Móvel (Serviço Móvel Pessoal   SMP) e de Comunicação de Dados (internet) Móvel, com área de Registro no Estado do Mato Grosso (65 ou 66, a depender da localidade), com fornecimento de equipamentos em regime de comodato, para atender a Reitoria e Campi do Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso.', 'numeroProcesso': '23188001803201873', 'contatoResponsavel': 'GLAUCIA MARA DE BARROS'}",2018-11-23,2023-12-13,2018-12-13,2018-12-14,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}",Fundamento Legal: 8666/93,671944202,Pregão - Registro de Preço,000402018,Sem informação,"Objeto: PRESTAÇÃO DE SERVIÇO DE TELEFONIA MÓVEL - SMP E DE COMUNICAÇÃO DE DADOS (INTERNET) MÓVEL, COM ÁREA DE REGISTRO NO ESTADO DE MATO GROSSO COM FORNECIMENTO DE EQUIPAMENTOS EM REGIME DE COMODATO, PARA ATENDER A REITORIA E CAMPI DOIFMT.",Não se aplica,"{'codigo': '158144', 'nome': 'INST.FED.DE EDUC.,CIENC.E TEC.DO MATO GROSSO', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '26414', 'cnpj': '10784782000150', 'sigla': 'IFMT', 'nome': 'Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso'}, 'orgaoMaximo': {'codigo': '26000', 'sigla': 'MEC', 'nome': 'Ministério da Educação'}}","{'codigo': '158144', 'nome': 'INSTITUTO FED.DE EDUC.CIÊNCIA E TECNOLOGIA MT', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '26414', 'cnpj': '', 'sigla': '', 'nome': 'INSTITUTO FEDERAL DE MATO GROSSO'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",144102.0,11372.22
"{'numero': '000062018', 'objeto': 'Objeto: Pregão Eletrônico -  Contratação de serviços de empresa especializada para prestação de serviços de Telefonia Móvel (Serviço Móvel Pessoal   SMP) e de Comunicação de Dados (internet) Móvel, com área de Registro no Estado do Mato Grosso (65 ou 66, a depender da localidade), com fornecimento de equipamentos em regime de comodato, para atender a Reitoria e Campi do Instituto Federal de Educação, Ciência e Tecnologia do Mato Grosso.', 'numeroProcesso': '23188001803201873', 'contatoResponsavel': 'GLAUCIA MARA DE BARROS'}",2019-04-09,2024-08-10,2019-04-10,2019-05-14,"{'id': 319038, 'cpfFormatado': '', 'cnpjFormatado': '02.558.157/0001-62', 'numeroInscricaoSocial': '', 'nome': 'TELEFONICA BRASIL S.A.', 'razaoSocialReceita': 'TELEFONICA BRASIL S.A.', 'nomeFantasiaReceita': '', 'tipo': 'Entidades Empresariais Privadas'}","Fundamento Legal: ART. 61, PARAGRAFO UNICO DA LEI 866693.",671954250,Pregão - Registro de Preço,000152019,Sem informação,Objeto: CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇOS DE TELEFONIA MÓVEL E DE COMUNICAÇÃO DE DADOS MÓVEIS PARA O IFRS.,Não se aplica,"{'codigo': '158141', 'nome': 'INST.FED.DE EDUC.,CIENC.E TEC.DO RS', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '26419', 'cnpj': '10637926000146', 'sigla': 'IFRS', 'nome': 'Instituto Federal de Educação, Ciência e Tecnologia do Rio Grande do Sul'}, 'orgaoMaximo': {'codigo': '26000', 'sigla': 'MEC', 'nome': 'Ministério da Educação'}}","{'codigo': '158141', 'nome': 'INST.FED.DE EDUC.,CIENC.E TEC.DO R GRANDE SUL', 'descricaoPoder': 'EXECUTIVO', 'orgaoVinculado': {'codigoSIAFI': '26419', 'cnpj': '', 'sigla': '', 'nome': 'INST.FED.DE EDUC.,CIENC.E TEC. DO RS'}, 'orgaoMaximo': {'codigo': '20101', 'sigla': '', 'nome': 'Sem informação'}}",54716.34,43437.76
